E_COORD;N_COORD;AS18_4
2653300;1160300;4
2653300;1160400;4
2653300;1161000;4
2653300;1161200;4
2653300;1161800;4
2653300;1162200;4
2653300;1162700;4
2653300;1163000;4
2653300;1163200;4
2653300;1163300;4
2653300;1163500;4
2653300;1163600;4
2653300;1163700;4
2653300;1163800;4
2653300;1164800;4
2653300;1164900;4
2653300;1165000;4
2653300;1165100;4
2653300;1165400;4
2653300;1165900;4
2653300;1166100;4
2653300;1166700;4
2653300;1167100;4
2653300;1167700;4
2653300;1167900;4
2653300;1168100;4
2653300;1168800;4
2653300;1170400;3
2653300;1170700;2
2653400;1175500;3
2653400;1175900;3
2653400;1176200;3
2656000;1163400;4
2656600;1150100;4
2656600;1150300;4
2656600;1150400;4
2656600;1150600;4
2656600;1150700;4
2656600;1151000;4
2656600;1151400;4
2656600;1151500;4
2656600;1151700;4
2656600;1152600;4
2656600;1152900;4
2656600;1153500;4
2656600;1153900;4
2656600;1154000;4
2656600;1154500;4
2656600;1154600;4
2656600;1154900;4
2656600;1155200;4
2656600;1155400;4
2656600;1155600;4
2656600;1155900;4
2656600;1156200;4
2656600;1156400;4
2656600;1156800;4
2656600;1156900;4
2656700;1170300;4
2656700;1170500;4
2656700;1171500;3
2656700;1171600;4
2656700;1171700;2
2656700;1172100;3
2656700;1172200;3
2656700;1172400;2
2656700;1173000;3
2656700;1173400;3
2656700;1174500;3
2656700;1175400;1
2653600;1166400;4
2653600;1166500;4
2653600;1166600;4
2653600;1166900;4
2653600;1167800;4
2653600;1168000;4
2653600;1168500;4
2653600;1169000;3
2653600;1169900;2
2653600;1171400;2
2653600;1171500;2
2653600;1171800;2
2653600;1172200;2
2653600;1172300;2
2653600;1173900;4
2653700;1179500;3
2653700;1180000;3
2656100;1150200;4
2656100;1151800;4
2656100;1152100;4
2656100;1152400;4
2656100;1152900;4
2656100;1153000;4
2656100;1153900;4
2656200;1168300;4
2656200;1168500;4
2656200;1169300;4
2656200;1169400;4
2656200;1170000;4
2656200;1170200;4
2656200;1171900;3
2656200;1172000;3
2656200;1172100;3
2656200;1173100;3
2656200;1173600;3
2656200;1174400;3
2656200;1174500;3
2656200;1174800;4
2656200;1175400;2
2656200;1175900;2
2656200;1176300;3
2656200;1176600;3
2656200;1176800;2
2656200;1177200;3
2656200;1177400;2
2656200;1177900;2
2656200;1178200;2
2656800;1150500;4
2656800;1150900;4
2656800;1151400;4
2656800;1151600;4
2652200;1150600;4
2652200;1150700;4
2652200;1151200;4
2652200;1151400;4
2652200;1151700;4
2652200;1152000;4
2652200;1152800;4
2652200;1153000;4
2652200;1153300;4
2652200;1154200;4
2652200;1154800;4
2652200;1155300;4
2652200;1156300;4
2652200;1156600;4
2652200;1157300;4
2652200;1157400;4
2652200;1158100;4
2652200;1158300;4
2652200;1158800;4
2654500;1164800;4
2654500;1165300;4
2654500;1165500;4
2654500;1166000;4
2654500;1166200;4
2654500;1166600;4
2654500;1166800;4
2654500;1167000;4
2654500;1167200;4
2654500;1167400;4
2654500;1167600;4
2654500;1168000;4
2654500;1168700;4
2654500;1168900;4
2654500;1169000;4
2654500;1169400;3
2654500;1169600;4
2654500;1169700;3
2654500;1170100;3
2654500;1170200;3
2654500;1170700;2
2654500;1170800;3
2654500;1171000;3
2654500;1172000;3
2654500;1172200;2
2654500;1173100;2
2654500;1173400;3
2654500;1173900;3
2654500;1174300;3
2658200;1167800;3
2658200;1167900;4
2658200;1168300;3
2658200;1168800;2
2658200;1169000;2
2658200;1170700;4
2658200;1170900;4
2658200;1171000;4
2658200;1171600;4
2658200;1171700;4
2658200;1171800;3
2658200;1172400;3
2658200;1172600;3
2658200;1173000;3
2658200;1173500;2
2658200;1174000;2
2658200;1174100;3
2653400;1176600;2
2653400;1177200;4
2653400;1177300;3
2653400;1179800;3
2656000;1164100;4
2656000;1164600;4
2656000;1165000;4
2656000;1165600;4
2656000;1165800;4
2656000;1165900;4
2656000;1166200;4
2656000;1166300;4
2656000;1166500;4
2656000;1167100;4
2656000;1167800;4
2656000;1167900;4
2656000;1168800;4
2656000;1169000;4
2656000;1169100;4
2656000;1169200;4
2656000;1169300;4
2656000;1169800;4
2656000;1170300;4
2656000;1172600;3
2654200;1150700;4
2654200;1150900;4
2654200;1151100;4
2654200;1151600;4
2654200;1151800;4
2654200;1152400;4
2654200;1153000;4
2654200;1153500;4
2654200;1153600;4
2654300;1160500;4
2656700;1175900;1
2656700;1176500;3
2656700;1176800;3
2656700;1177300;2
2656700;1178600;4
2656700;1178800;2
2656700;1179300;3
2656700;1179400;3
2656800;1152000;4
2656800;1152100;4
2656800;1152500;4
2656800;1152700;4
2656800;1153000;4
2656800;1153100;4
2656800;1153300;4
2656800;1153600;4
2656800;1154300;4
2656800;1155000;4
2656800;1155600;4
2656800;1155700;4
2656800;1155800;4
2656800;1156000;4
2656800;1156100;4
2656800;1156200;4
2656800;1156600;4
2656800;1157300;4
2656800;1158000;4
2656800;1158400;4
2656800;1159200;4
2656800;1159300;4
2656800;1159400;4
2656800;1159600;4
2656800;1159700;4
2656800;1159800;4
2656800;1159900;4
2656800;1160000;4
2656800;1160500;4
2656800;1160800;4
2656900;1174200;3
2656900;1174800;2
2656900;1174900;4
2656900;1175000;2
2656900;1175300;1
2656900;1175900;1
2656900;1176300;3
2656900;1177000;2
2652200;1159100;4
2652200;1159300;4
2652200;1159700;4
2652200;1160300;4
2652200;1161100;4
2652300;1163700;4
2652300;1163800;4
2652300;1163900;4
2652300;1164600;4
2652300;1165300;4
2652300;1165400;4
2652300;1165600;4
2652300;1166700;4
2652300;1166800;4
2652300;1167200;4
2652300;1167600;4
2652300;1167900;2
2652300;1168600;2
2652300;1168800;2
2652300;1168900;2
2652300;1169100;3
2652300;1169500;3
2652300;1169700;3
2652300;1170000;3
2652300;1170400;2
2652300;1170500;2
2652300;1170800;2
2652300;1170900;2
2652300;1171400;4
2652300;1172000;2
2652300;1172300;4
2652300;1172500;4
2652300;1173000;2
2652400;1177400;3
2652400;1177900;3
2652400;1178300;2
2652400;1179600;3
2657500;1151700;4
2657500;1151800;4
2657500;1152200;4
2657500;1152400;4
2657500;1152500;4
2657500;1152800;4
2657500;1153500;4
2657500;1153900;4
2657500;1154500;4
2657500;1154700;4
2657500;1155200;4
2657500;1155500;4
2657500;1156100;4
2657500;1156300;4
2657500;1156400;4
2657500;1156600;4
2657500;1157000;4
2657500;1157400;4
2657500;1157600;4
2657500;1157700;4
2657500;1158100;4
2657500;1158300;4
2657500;1158500;4
2657500;1158700;4
2657500;1159000;4
2657500;1159300;4
2657500;1159400;4
2657500;1159900;4
2657500;1160700;4
2657500;1161400;4
2657500;1161600;4
2657600;1174400;2
2657600;1174800;4
2654300;1160600;4
2654300;1160800;4
2654300;1161000;4
2654300;1161100;4
2654300;1161400;4
2654300;1162200;4
2654300;1162400;4
2654300;1162600;4
2654300;1163400;4
2654300;1164300;4
2654300;1164400;4
2654300;1164900;4
2654300;1165400;4
2654300;1165600;4
2654300;1166900;4
2654300;1167900;4
2654300;1169000;4
2654300;1169200;4
2654300;1169400;3
2654300;1170200;3
2654300;1170600;2
2654400;1178000;3
2654400;1178400;3
2654400;1178900;3
2654400;1179000;3
2654400;1179100;3
2654400;1179400;2
2654400;1179500;3
2654400;1179600;3
2658100;1168100;4
2658100;1168300;4
2658100;1168500;2
2658100;1168800;2
2658100;1168900;4
2658100;1169000;3
2658100;1170200;4
2658100;1171400;4
2658100;1171700;4
2658100;1171900;4
2656900;1177400;2
2656900;1177500;2
2656900;1178400;2
2656900;1178600;3
2656900;1179500;2
2657600;1175400;4
2657600;1175700;3
2657600;1176000;2
2657600;1176200;2
2657600;1176800;3
2657600;1177600;2
2657600;1177900;2
2657600;1178200;3
2657600;1178500;2
2657600;1178600;2
2657600;1179300;3
2657600;1179700;2
2657600;1180000;2
2656000;1152400;4
2656000;1152900;4
2651900;1150500;4
2651900;1151900;4
2651900;1152300;4
2651900;1152500;4
2651900;1153300;4
2651900;1153700;4
2651900;1153800;4
2651900;1153900;4
2651900;1154600;4
2651900;1155200;4
2651900;1155400;4
2651900;1155800;4
2651900;1156300;4
2651900;1156700;4
2651900;1156800;4
2651900;1157100;4
2651900;1158100;4
2651900;1158300;4
2652000;1159000;4
2652000;1159600;4
2652000;1160400;4
2652000;1160500;4
2652000;1160600;4
2652000;1161200;4
2652000;1161600;4
2652000;1161800;4
2652000;1162800;4
2652000;1163100;4
2652000;1163200;4
2652000;1163900;4
2654500;1153500;4
2654500;1154000;4
2654500;1154300;4
2654500;1154700;4
2654500;1155000;4
2654500;1155100;4
2654500;1155200;4
2654500;1155700;4
2654500;1155800;4
2654500;1156300;4
2654500;1157100;4
2654500;1157700;4
2654500;1157800;4
2654500;1158200;4
2654500;1158300;4
2654500;1159100;4
2654500;1159800;4
2654500;1159900;4
2654500;1160400;4
2654500;1161600;4
2654500;1161800;4
2654500;1162400;4
2654500;1163000;4
2653300;1150700;4
2656000;1153000;4
2656000;1153600;4
2656000;1153800;4
2656000;1153900;4
2656000;1154200;4
2656000;1154400;4
2656000;1155400;4
2656000;1156400;4
2656000;1157000;4
2656000;1157200;4
2656000;1158100;4
2656000;1159700;4
2656000;1160000;4
2656000;1160600;4
2656000;1161200;4
2656000;1161700;4
2656000;1162000;4
2656000;1162300;4
2656100;1175700;2
2656100;1175900;2
2656100;1176200;2
2656100;1176300;1
2656100;1176800;3
2656100;1177100;3
2656100;1177900;1
2656100;1178200;3
2656100;1179000;3
2656100;1179200;3
2656100;1179800;3
2656100;1179900;3
2652000;1164000;4
2652000;1164100;4
2652000;1164400;4
2652000;1164500;4
2652000;1164700;4
2652000;1165000;4
2652000;1165100;4
2652000;1165200;4
2652000;1165300;4
2652000;1165400;4
2652000;1165500;4
2652000;1165900;4
2652000;1166100;4
2652000;1166500;4
2652000;1166700;4
2652000;1167600;4
2652000;1167700;4
2652000;1168300;3
2652000;1168400;2
2652000;1168500;2
2652000;1168600;2
2652000;1168800;2
2652000;1169100;2
2652100;1170700;2
2652100;1171600;4
2652100;1171800;2
2652100;1172100;4
2652100;1173000;2
2652100;1173800;3
2652100;1173900;2
2652100;1174000;2
2652100;1174500;2
2652100;1174700;3
2652100;1174800;3
2652100;1176100;3
2652100;1176600;1
2652100;1176800;1
2652100;1177500;3
2656800;1150100;4
2656900;1163500;4
2656900;1163700;4
2656900;1164900;4
2656900;1165900;4
2656900;1167000;4
2656900;1167200;4
2656900;1168100;4
2656900;1168700;4
2656900;1168800;4
2656900;1169300;4
2656900;1169500;4
2656900;1170400;4
2656900;1170600;4
2656900;1170700;4
2656900;1171000;4
2656900;1171200;2
2656900;1171400;2
2656900;1173100;2
2656900;1173200;3
2652200;1150400;4
2652200;1150500;4
2652300;1153600;4
2652300;1154000;4
2652300;1154400;4
2652300;1155300;4
2652300;1155800;4
2652300;1156000;4
2652300;1156500;4
2652300;1156900;4
2652300;1157000;4
2652300;1157100;4
2652300;1157300;4
2652300;1157400;4
2652300;1157500;4
2652300;1158000;4
2652300;1158100;4
2652300;1158200;4
2654500;1163200;4
2654500;1163700;4
2654500;1163800;4
2654500;1163900;4
2654600;1171900;2
2654600;1172200;2
2654600;1172700;2
2654600;1173200;2
2654600;1174000;3
2654600;1174200;3
2654600;1174300;3
2654600;1174700;3
2654600;1175000;3
2654600;1175700;2
2654600;1176500;2
2654600;1176600;2
2654600;1176800;2
2654600;1177100;2
2654600;1177800;3
2654600;1178000;3
2654600;1178200;3
2654600;1178400;3
2654600;1178900;3
2654600;1179400;3
2654600;1179600;2
2654600;1179800;3
2655300;1151000;4
2655300;1151400;4
2655300;1151600;4
2655300;1151700;4
2655300;1152000;4
2655300;1152100;4
2655300;1153400;4
2655300;1153800;4
2655300;1153900;4
2655300;1154000;4
2655300;1154700;4
2655300;1155800;4
2655300;1157400;4
2655300;1158100;4
2658200;1154200;4
2658200;1154300;4
2658200;1155000;4
2658200;1155300;4
2658200;1155500;4
2658200;1155700;4
2658200;1156500;4
2653300;1150900;4
2653300;1151300;4
2653300;1151400;4
2653300;1151500;4
2653300;1151900;4
2653300;1152600;4
2653300;1152900;4
2653300;1153100;4
2653300;1153400;4
2653300;1153600;4
2653300;1153900;4
2653300;1154300;4
2653300;1154700;4
2653300;1155300;4
2653300;1155600;4
2653300;1155700;4
2653300;1156200;4
2653300;1156400;4
2653300;1156500;4
2653300;1156600;4
2653300;1157500;4
2653300;1158200;4
2653300;1158500;4
2653300;1159500;4
2653300;1159700;4
2653300;1159900;4
2653300;1160000;4
2653400;1165000;4
2653400;1165600;4
2653400;1165700;4
2653400;1165900;4
2653400;1166300;4
2653400;1168900;3
2653400;1169300;3
2653400;1170500;3
2653400;1170700;3
2653400;1171400;2
2653400;1172500;4
2656700;1160500;4
2656700;1160800;4
2656700;1160900;4
2656700;1161000;4
2656700;1161100;4
2656700;1161400;4
2656700;1161900;4
2656700;1162200;4
2656700;1163000;4
2656700;1163800;4
2656700;1164200;4
2656700;1164800;4
2656700;1165000;4
2656700;1165100;4
2656700;1165400;4
2656700;1165500;4
2656700;1166300;4
2656700;1166700;4
2656700;1167400;4
2656700;1168100;4
2656700;1168500;4
2656700;1168600;4
2656700;1168900;4
2656700;1169000;4
2656700;1169200;4
2656700;1169500;4
2656700;1169600;4
2652100;1178000;3
2652100;1178100;3
2652100;1178300;3
2652100;1178700;1
2652100;1179200;3
2652100;1179600;3
2652100;1179700;3
2654500;1150100;4
2654500;1150500;4
2654500;1150700;4
2654500;1150900;4
2654500;1151900;4
2654500;1152000;4
2654500;1152200;4
2654500;1152500;4
2654500;1152800;4
2654500;1152900;4
2654600;1160900;4
2654600;1161100;4
2654600;1161300;4
2652300;1158300;4
2652300;1158400;4
2652300;1158600;4
2652300;1158700;4
2652300;1158800;4
2652300;1159200;4
2652300;1159300;4
2652300;1159600;4
2652300;1159900;4
2652300;1160200;4
2652300;1160300;4
2652300;1160400;4
2652300;1160700;4
2652300;1163000;4
2652300;1163300;4
2652300;1163500;4
2652400;1166800;4
2652400;1166900;4
2652400;1167300;4
2652400;1167600;4
2652400;1168100;2
2652400;1168700;2
2652400;1169200;3
2652400;1170000;4
2652400;1170100;4
2652400;1170300;3
2652400;1170600;2
2652400;1170700;2
2652400;1171200;2
2652400;1171300;2
2652400;1171500;2
2652400;1171600;2
2652400;1171700;2
2652400;1171800;2
2652400;1171900;2
2652400;1172400;4
2652400;1172600;2
2652400;1172700;2
2657500;1150000;4
2657500;1150100;4
2657500;1150300;4
2657600;1163600;4
2657600;1165500;4
2657600;1166100;4
2657600;1166400;4
2657600;1166700;2
2657600;1166800;2
2657600;1167900;4
2655300;1158200;4
2655300;1158600;4
2655300;1158700;4
2655300;1158900;4
2655300;1159500;4
2655300;1160000;4
2655300;1160100;4
2655300;1160200;4
2655300;1160400;4
2655300;1160800;4
2655300;1161200;4
2655400;1173000;3
2655400;1173400;3
2655400;1173500;3
2655400;1173600;3
2655400;1174100;4
2655400;1174200;3
2655400;1174900;4
2655400;1175500;2
2655400;1175600;2
2655400;1175700;2
2655400;1176100;2
2655400;1176600;2
2655400;1176800;1
2655400;1177100;3
2655400;1177700;2
2655400;1177800;2
2655400;1177900;2
2655400;1178300;3
2655400;1179000;3
2658200;1156600;4
2658200;1157000;4
2658200;1157100;4
2658200;1157200;4
2658200;1158200;4
2658200;1158700;4
2658200;1159200;4
2658200;1159400;4
2658200;1159600;4
2658200;1159900;4
2658200;1160200;4
2658200;1160400;4
2658200;1161200;4
2658200;1161700;4
2658200;1162300;4
2658200;1162800;4
2658200;1163400;4
2658300;1176600;2
2658300;1177200;2
2658300;1177400;2
2658300;1177500;3
2658300;1177700;2
2658300;1177800;3
2658300;1178000;2
2658300;1178400;2
2658300;1179100;2
2658300;1179200;2
2658300;1179700;2
2658300;1180000;2
2653400;1172900;4
2653400;1173300;2
2653400;1173400;2
2653400;1173800;2
2653400;1174000;2
2653400;1174200;3
2653400;1175000;2
2653400;1175200;3
2653400;1175300;3
2654300;1150300;4
2654300;1151200;4
2654300;1151300;4
2654300;1151500;4
2654300;1152100;4
2654300;1152500;4
2654300;1153000;4
2654300;1153100;4
2654300;1153200;4
2654300;1154600;4
2654300;1154700;4
2654300;1154800;4
2654300;1155000;4
2654300;1155300;4
2654300;1156000;4
2654300;1156500;4
2654300;1157600;4
2654300;1158300;4
2654600;1161700;4
2654600;1162100;4
2654600;1162300;4
2654600;1162400;4
2654600;1163000;4
2654600;1163100;4
2654600;1163700;4
2654600;1164400;4
2654600;1164600;4
2654600;1166900;4
2654600;1167500;4
2654600;1168500;4
2654600;1168700;4
2654600;1168900;4
2654600;1169000;4
2654600;1169600;3
2654600;1169800;3
2654600;1169900;2
2654600;1170300;3
2654600;1170800;3
2654600;1171100;3
2654700;1179300;3
2654700;1179400;3
2654700;1179800;3
2652400;1172800;2
2652400;1173600;2
2652400;1174600;2
2652400;1175200;2
2652400;1176600;2
2657600;1168000;4
2657600;1169700;4
2657600;1170600;4
2657600;1170900;4
2657600;1171000;4
2657600;1171500;4
2657600;1171900;4
2657600;1173000;2
2657600;1173200;3
2657600;1173400;3
2652000;1150100;4
2652000;1151300;4
2652000;1151700;4
2652000;1152100;4
2652000;1152200;4
2652000;1152400;4
2652000;1152600;4
2654300;1158400;4
2654300;1158700;4
2654300;1158800;4
2654300;1158900;4
2654300;1159600;4
2654300;1159700;4
2654300;1159800;4
2654300;1160000;4
2654400;1167600;4
2654400;1167700;4
2654400;1167800;4
2654400;1168100;4
2654400;1168200;4
2654400;1169000;4
2654400;1169500;3
2654400;1169600;3
2654400;1169700;3
2654400;1170100;3
2654400;1170200;3
2654400;1170400;2
2654400;1170600;2
2654400;1170900;3
2654400;1171000;3
2654400;1171400;3
2654400;1172000;2
2654400;1172100;2
2654400;1172400;4
2654400;1172900;2
2654400;1173300;3
2654400;1173800;3
2654400;1173900;3
2654400;1174800;4
2654400;1175000;3
2654400;1175300;2
2654400;1175900;2
2654400;1176400;2
2654400;1176500;2
2654400;1176600;2
2655200;1160900;4
2655200;1161300;4
2655200;1161900;4
2655200;1162300;4
2655200;1162600;4
2655200;1162700;4
2655200;1162900;4
2655200;1163200;4
2655200;1163300;4
2655200;1163800;4
2655200;1164200;4
2655200;1164300;4
2655200;1164400;4
2655200;1164500;4
2655200;1164800;4
2656700;1150200;4
2656700;1150900;4
2656700;1151200;4
2656700;1151500;4
2656700;1152500;4
2656700;1152800;4
2656700;1152900;4
2656700;1153400;4
2656700;1154000;4
2656700;1154100;4
2656700;1154300;4
2656700;1154400;4
2656700;1154500;4
2656700;1154600;4
2656700;1154700;4
2656700;1155300;4
2656700;1155900;4
2656700;1156000;4
2656700;1156200;4
2656700;1156400;4
2656700;1156600;4
2656700;1156900;4
2656700;1157300;4
2656700;1158200;4
2656700;1158400;4
2656800;1171700;2
2656800;1172900;3
2656800;1173200;3
2656800;1173800;3
2656800;1174200;3
2656800;1175300;1
2656800;1177000;2
2656800;1177400;1
2656800;1177600;3
2656800;1177900;2
2652000;1152700;4
2652000;1153500;4
2652000;1153700;4
2652000;1153800;4
2652000;1154300;4
2652000;1154600;4
2652000;1156800;4
2652000;1158000;4
2652000;1158700;4
2652100;1160000;4
2652100;1160700;4
2652100;1160800;4
2652100;1161000;4
2652100;1161100;4
2652100;1161200;4
2652100;1161800;4
2652100;1161900;4
2652100;1162300;4
2652100;1162700;4
2652100;1162800;4
2652100;1163800;4
2652100;1164200;4
2652100;1164600;4
2652100;1165300;4
2652100;1165600;4
2652100;1165800;4
2652100;1166200;4
2652100;1167000;4
2652100;1167200;4
2652100;1167400;4
2652100;1167700;4
2652100;1168700;2
2652100;1169200;3
2652100;1170100;3
2652200;1172200;4
2652200;1172500;2
2652200;1172600;2
2652200;1172700;2
2654400;1177000;2
2655200;1165100;4
2655200;1165500;4
2655200;1166000;4
2655200;1166700;4
2655200;1166800;4
2655200;1167100;4
2655200;1167200;4
2655200;1168200;4
2655200;1168400;4
2655200;1169100;4
2655200;1169200;4
2655200;1169700;3
2655200;1169900;4
2655200;1170200;3
2655200;1170300;3
2657400;1160600;4
2657400;1161100;4
2657400;1161500;4
2657400;1161700;4
2657400;1161800;4
2657400;1162700;4
2657400;1163200;4
2657400;1163300;4
2657400;1163700;4
2657400;1163800;4
2657400;1164000;4
2657400;1164100;4
2657400;1164200;4
2657400;1164300;4
2657400;1165000;4
2657400;1165300;4
2657400;1165800;4
2657400;1166200;2
2657400;1166500;4
2657400;1166800;2
2657400;1167700;2
2657600;1153500;4
2657600;1153700;4
2657600;1153900;4
2657600;1154600;4
2657600;1154900;4
2657600;1155200;4
2657600;1155600;4
2657600;1155800;4
2657600;1156000;4
2657600;1156100;4
2657600;1156500;4
2657600;1156900;4
2657600;1157500;4
2657600;1158300;4
2655300;1150300;4
2655300;1150600;4
2655400;1162500;4
2655400;1163100;4
2655400;1163400;4
2655400;1163500;4
2655400;1163700;4
2655400;1163900;4
2655400;1164400;4
2655400;1164900;4
2655400;1165200;4
2655400;1165300;4
2655400;1165400;4
2655400;1165800;4
2655400;1166600;4
2655400;1166900;4
2655400;1168400;4
2655400;1169200;4
2655400;1169500;3
2655400;1170000;4
2655400;1170200;3
2655400;1170700;3
2655400;1171200;2
2653400;1156500;4
2653400;1156800;4
2653400;1157100;4
2653400;1157500;4
2653400;1157800;4
2653400;1158000;4
2653400;1158700;4
2653400;1159000;4
2653400;1159100;4
2653400;1159600;4
2653400;1159900;4
2653400;1160800;4
2653400;1161000;4
2653400;1161300;4
2653400;1161800;4
2653400;1162200;4
2653400;1162500;4
2653400;1163100;4
2653400;1163700;4
2653400;1163900;4
2656800;1178000;2
2656800;1178300;2
2656800;1178800;2
2656800;1179500;3
2656800;1179700;3
2656800;1179900;4
2652200;1173000;2
2652200;1173100;2
2652200;1173300;2
2652200;1173400;4
2652200;1173600;2
2652200;1173700;2
2652200;1173900;2
2652200;1174000;2
2652200;1174100;2
2652200;1174500;3
2652200;1174600;3
2652200;1175300;3
2652200;1175700;2
2652200;1175900;3
2652200;1176000;3
2652200;1176800;2
2652200;1177200;2
2652200;1177600;3
2652200;1179000;3
2652200;1179100;2
2652200;1179200;3
2652200;1179600;2
2652200;1179900;3
2652200;1180000;3
2657400;1150100;4
2657400;1150300;4
2657400;1150600;4
2657400;1150800;4
2657400;1151200;4
2657400;1151400;4
2657400;1152500;4
2657400;1152800;4
2657400;1152900;4
2657400;1153000;4
2657400;1153200;4
2657400;1154500;4
2657400;1155700;4
2657400;1156100;4
2657400;1156300;4
2657400;1156400;4
2657400;1156700;4
2657400;1157000;4
2657400;1157100;4
2657400;1157200;4
2657400;1158000;4
2657400;1158100;4
2657400;1158400;4
2657400;1158500;4
2657400;1158700;4
2657400;1159200;4
2657400;1159300;4
2657500;1173300;3
2657400;1168900;4
2657400;1170300;4
2657600;1158600;4
2657600;1158700;4
2657600;1159000;4
2657600;1159100;4
2657600;1159800;4
2657600;1160200;4
2657600;1160700;4
2657600;1161900;4
2657600;1162000;4
2657600;1162100;4
2657600;1162600;4
2657600;1162800;4
2657600;1163000;4
2655400;1171400;2
2655400;1171600;3
2655400;1171900;3
2655400;1172100;3
2655400;1172400;2
2655400;1172700;3
2655400;1172900;3
2658200;1150300;4
2658200;1150700;4
2658200;1151400;4
2658200;1152200;4
2653500;1169600;2
2653500;1169800;3
2653500;1170700;3
2653500;1171300;2
2653500;1172300;2
2653500;1172500;2
2653500;1172700;4
2653500;1172900;4
2653500;1173200;2
2653500;1173400;2
2653500;1173600;2
2653500;1174100;4
2653500;1174400;3
2653500;1174700;3
2653500;1175100;2
2653500;1175500;3
2653500;1176200;2
2653500;1176600;2
2653500;1177400;3
2653500;1177900;2
2653500;1178000;2
2653500;1178300;1
2653500;1178600;1
2653500;1179000;3
2653500;1179100;3
2653500;1179700;3
2656000;1150200;4
2656000;1150300;4
2656000;1150400;4
2656000;1150900;4
2656000;1151400;4
2656100;1165100;4
2656100;1165200;4
2656100;1165500;4
2656100;1166300;4
2656100;1167100;4
2656100;1167600;4
2656100;1168000;4
2656100;1168200;4
2656100;1168300;4
2656100;1168800;4
2656100;1169000;4
2657500;1173800;3
2657500;1174500;4
2657500;1175000;1
2657500;1175400;1
2657500;1175600;1
2657500;1175900;3
2657500;1176300;2
2657500;1176600;3
2657500;1177000;3
2657500;1177100;3
2657500;1177700;2
2657500;1179100;4
2657500;1179400;3
2657500;1179700;3
2657500;1179900;2
2657500;1180000;2
2653100;1150100;4
2653100;1150800;4
2653100;1150900;4
2653200;1156200;4
2653200;1156400;4
2653200;1157600;4
2653200;1157800;4
2658200;1152500;4
2658300;1165700;2
2658300;1166100;3
2658300;1166700;2
2658300;1168900;3
2658300;1169300;2
2658300;1169800;4
2658300;1170000;4
2658300;1171100;4
2658300;1171200;4
2658300;1171300;4
2658300;1171600;4
2658300;1171800;3
2658300;1172200;3
2658300;1174100;2
2658300;1174400;3
2658300;1174700;4
2658300;1175000;3
2658300;1175400;3
2658300;1175700;3
2658300;1175800;4
2658300;1176000;3
2656100;1169100;4
2656100;1169800;4
2656100;1170800;3
2656100;1171200;3
2656100;1171300;2
2656100;1171800;3
2656100;1172000;2
2656100;1172100;1
2656100;1172600;3
2656100;1172800;3
2656100;1173000;3
2656100;1174000;3
2656100;1174400;2
2656100;1174600;4
2656100;1175400;2
2654400;1157900;4
2655200;1151200;4
2655200;1151400;4
2655200;1152000;4
2655200;1152100;4
2655200;1152400;4
2655200;1152800;4
2655200;1153400;4
2655200;1153600;4
2655200;1153700;4
2655200;1153900;4
2653200;1158200;4
2653200;1158700;4
2653200;1159000;4
2653200;1159200;4
2653200;1159800;4
2653200;1160000;4
2653200;1161000;4
2653200;1161900;4
2653200;1162500;4
2653200;1162900;4
2653200;1163200;4
2653200;1163300;4
2653200;1163500;4
2653200;1163700;4
2653200;1164300;4
2653200;1164500;4
2653200;1164600;4
2653200;1165100;4
2653200;1166100;4
2653200;1166300;4
2653300;1171000;2
2653300;1171100;3
2653300;1171500;2
2653300;1171800;2
2653300;1172100;2
2653300;1172400;4
2653300;1173300;2
2653300;1174000;4
2653300;1174500;3
2653300;1174600;3
2653300;1175100;3
2653300;1175200;3
2653300;1175400;3
2653300;1175600;3
2653300;1176000;3
2653300;1176900;2
2653300;1177800;3
2653300;1177900;2
2655900;1150200;4
2655900;1150400;4
2655900;1150600;4
2655900;1150900;4
2655900;1151600;4
2655900;1152200;4
2655900;1152400;4
2655900;1152500;4
2655900;1153300;4
2655900;1153900;4
2655900;1154000;4
2655900;1154300;4
2655900;1154400;4
2655900;1154900;4
2655900;1155400;4
2655900;1155700;4
2655900;1156700;4
2655900;1157700;4
2655900;1158300;4
2655900;1158700;4
2655900;1159200;4
2655400;1152300;4
2655400;1153000;4
2655400;1153800;4
2655400;1154000;4
2655400;1154200;4
2655400;1154600;4
2655400;1154700;4
2655400;1154800;4
2655400;1155900;4
2655400;1156100;4
2655400;1156500;4
2655400;1156800;4
2655400;1156900;4
2655400;1157100;4
2655400;1157300;4
2655400;1157500;4
2655400;1157700;4
2655400;1157900;4
2655400;1158000;4
2655400;1158500;4
2655400;1158600;4
2655400;1158700;4
2655400;1158800;4
2655400;1159100;4
2655400;1159300;4
2655400;1159400;4
2655400;1159800;4
2655400;1160000;4
2655400;1160200;4
2655400;1160400;4
2655400;1160800;4
2655400;1161000;4
2655400;1161400;4
2655400;1162200;4
2655500;1174900;4
2655500;1175000;3
2655500;1175300;2
2653400;1151700;4
2653400;1152100;4
2653400;1152600;4
2653400;1152700;4
2653400;1152800;4
2653400;1153200;4
2653400;1153800;4
2653400;1154000;4
2653400;1154200;4
2653500;1159300;4
2654400;1158400;4
2654400;1158500;4
2654400;1158600;4
2654400;1158700;4
2654400;1158900;4
2654400;1159300;4
2654400;1159900;4
2654400;1160300;4
