E_COORD;N_COORD;AS18_4
2650400;1163500;4
2648300;1157300;4
2648300;1161500;4
2648300;1162000;4
2648600;1174300;2
2648900;1172700;2
2659100;1179300;2
2657800;1151400;4
2658300;1152300;4
2652400;1167500;4
2652400;1172000;2
2652400;1172300;4
2653000;1166200;4
2653000;1170600;2
2653000;1173500;2
2653800;1154200;4
2653800;1156600;4
2654100;1176100;2
2654900;1167700;4
2654900;1170100;2
2654900;1174600;3
2654900;1175400;3
2648900;1176600;2
2648900;1177700;1
2648900;1179500;3
2649200;1178900;3
2649500;1173300;2
2649500;1174700;4
2649500;1177500;3
2649500;1179200;3
2649800;1174400;2
2649800;1176400;2
2649800;1178700;3
2650100;1178200;1
2650400;1170500;2
2657800;1168100;4
2657800;1168300;4
2658300;1172000;3
2658300;1173200;3
2658300;1177600;2
2652100;1168400;2
2652100;1169700;3
2652100;1172900;2
2652700;1155300;4
2652700;1158400;4
2652700;1158700;4
2652700;1159300;4
2651000;1152500;4
2651300;1154600;4
2651300;1158400;4
2651600;1150000;4
2651600;1158900;4
2651600;1160000;4
2651600;1160800;4
2654600;1152700;4
2654600;1152900;4
2654600;1156600;4
2654600;1159000;4
2653500;1171000;2
2658800;1168600;3
2658800;1170100;2
2658800;1179400;2
2659300;1175100;3
2659300;1179400;2
2659800;1171700;3
2659800;1177300;3
2659800;1179300;3
2659300;1158100;4
2659800;1169100;3
2657800;1178700;3
2652700;1169000;4
2652700;1173100;2
2651000;1161300;4
2651000;1165000;4
2651000;1175800;3
2651300;1167600;2
2651300;1173400;4
2651300;1174500;3
2651600;1164500;4
2651600;1165300;4
2651600;1169400;2
2651600;1173200;2
2654300;1151600;4
2654300;1153400;4
2654600;1175600;1
2654600;1179900;3
2653200;1150400;4
2650700;1177800;1
2651000;1177500;2
2652300;1153900;4
2648500;1150300;4
2658000;1152400;4
2658000;1154800;4
2658000;1156800;4
2659000;1154000;4
2659000;1158300;4
2660000;1166500;4
2660000;1166800;2
2658000;1171300;4
2658000;1171400;4
2658000;1172300;4
2658000;1173700;2
2653200;1157700;4
2653200;1159500;4
2653200;1164900;4
2654300;1155400;4
2654300;1163100;4
2654300;1163200;4
2648500;1160700;4
2648500;1162200;4
2648500;1163300;4
2648800;1154500;4
2648800;1156900;4
2649100;1152400;4
2658000;1176900;2
2658500;1175100;3
2658500;1179500;2
2659000;1166700;2
2659000;1170300;2
2659500;1172400;3
2659500;1172700;3
2659500;1175600;2
2659500;1175700;3
2659500;1176800;3
2660000;1178900;2
2652900;1150900;4
2653200;1171200;2
2653200;1171700;2
2653200;1173900;4
2654000;1155300;4
2654000;1158900;4
2655100;1178500;3
2655100;1178900;2
2649400;1152400;4
2649400;1154500;4
2649400;1154700;4
2649400;1154800;4
2649400;1156600;4
2649400;1160800;4
2649700;1150300;4
2649700;1154600;4
2649700;1155000;4
2649700;1160100;4
2649700;1160900;4
2649700;1161200;4
2650000;1161600;4
2650300;1156100;4
2650300;1157000;4
2650300;1159900;4
2650300;1160900;4
2650300;1161000;4
2648200;1167700;2
2648500;1170700;4
2648500;1174900;3
2648500;1175600;3
2648800;1166800;4
2648800;1174900;2
2649100;1174600;4
2649100;1177600;2
2658200;1157500;4
2658200;1167400;3
2658200;1170100;4
2652900;1153000;4
2652900;1158200;4
2652900;1163100;4
2652900;1163600;4
2654000;1160300;4
2654000;1167700;4
2654000;1172900;2
2654800;1154400;4
2654800;1155000;4
2654800;1157700;4
2654800;1163500;4
2654800;1163800;4
2649400;1162800;4
2649400;1167700;4
2649400;1173600;2
2649700;1166200;3
2649700;1166800;4
2649700;1176300;3
2650000;1165700;4
2650000;1168600;2
2650300;1168700;2
2648200;1170700;4
2648200;1174100;3
2648200;1177200;2
2658700;1154800;4
2658700;1162700;4
2659200;1159300;4
2659700;1150100;4
2659700;1153400;4
2659700;1155300;4
2659700;1155500;4
2659700;1159300;4
2659700;1161400;4
2658200;1176700;2
2658700;1166400;3
2658700;1171300;4
2652900;1178600;3
2653700;1156500;4
2653700;1162600;4
2653700;1166100;4
2653700;1167700;4
2649700;1179200;3
2650000;1178500;3
2650300;1177100;1
2650300;1177800;1
2659700;1167000;4
2659700;1172400;3
2659700;1174300;2
2658400;1150200;4
2651200;1168600;3
2651500;1158900;4
2651500;1161400;4
2651800;1165800;4
2651800;1168700;2
2652600;1167100;4
2652600;1170000;2
2652600;1171900;2
2652600;1175300;3
2652600;1175900;3
2652600;1176800;2
2650600;1159100;4
2650900;1179000;2
2655300;1154500;4
2653700;1176000;3
2654500;1156800;4
2654500;1161100;4
2659200;1175500;1
2659200;1177400;3
2659700;1178900;2
2657900;1152200;4
2657900;1155800;4
2658400;1157400;4
2651200;1171300;2
2651500;1175500;2
2651500;1176400;2
2651800;1179500;2
2651800;1179900;2
2652500;1150200;4
2652500;1150400;4
2652500;1151900;4
2650600;1176400;2
2650600;1178900;3
2654200;1152700;4
2654500;1169900;2
2654500;1170300;2
2654500;1171300;3
2654500;1174200;3
2654500;1177300;2
2655300;1169500;4
2655300;1171400;3
2653100;1150000;4
2653100;1151000;4
2653100;1154500;4
2648700;1150500;4
2648700;1151600;4
2648700;1155700;4
2649000;1150900;4
2649600;1152800;4
2649600;1154000;4
2649600;1157000;4
2650200;1153400;4
2650200;1153500;4
2650200;1157200;4
2648400;1160000;4
2658400;1162600;4
2658400;1164400;4
2658400;1165100;4
2658400;1166600;3
2658900;1154700;4
2658900;1156800;4
2659400;1151000;4
2659400;1154100;4
2659400;1155900;4
2659900;1153100;4
2657900;1166700;4
2657900;1167000;2
2657900;1173800;2
2658400;1168500;3
2658400;1169500;3
2658400;1176000;3
2658400;1178100;3
2652200;1156100;4
2652200;1157000;4
2654200;1168500;4
2654200;1169700;3
2655000;1153800;4
2652800;1152700;4
2652800;1154100;4
2653100;1167400;4
2653100;1173600;2
2653100;1174300;3
2648700;1163200;4
2648700;1165100;2
2649000;1163200;4
2649000;1165500;3
2649000;1174200;2
2649300;1163400;4
2649300;1164600;4
2649300;1167900;2
2649300;1169200;2
2649600;1159400;4
2649600;1160900;4
2649900;1165600;4
2649900;1167700;2
2650200;1166700;2
2650200;1170300;4
2650200;1171300;2
2621200;1174300;1
2621600;1175000;2
2621600;1175700;2
2621600;1175800;2
2628900;1178700;4
2629300;1174000;3
2629300;1175000;2
2629700;1154000;2
2630100;1150300;4
2630100;1150800;4
2628800;1152000;4
2628800;1163000;2
2628800;1163600;3
2630100;1158200;2
2630100;1164800;3
2630100;1168700;3
2621100;1151800;4
2621500;1150800;2
2621900;1152500;4
2621900;1154200;2
2621900;1158700;2
2621900;1159400;2
2621900;1159700;1
2621900;1162100;3
2620300;1162500;2
2629500;1158100;4
2629500;1160300;4
2629500;1172100;2
2629500;1173900;2
2629500;1175800;2
2629500;1178600;4
2629500;1179500;3
2620700;1152000;4
2620700;1153700;4
2621100;1161200;2
2621500;1159800;3
2621900;1169800;4
2621900;1172700;4
2620700;1155100;4
2620700;1168400;2
2621100;1169600;4
2621100;1171600;4
2621100;1172000;4
2621100;1173000;4
2620300;1168900;2
2629900;1173300;3
2629900;1178500;4
2630300;1164300;3
2629000;1160900;4
2629000;1165000;2
2621100;1173900;1
2621100;1176300;2
2620700;1171600;4
2620700;1176100;2
2620700;1177200;3
2630300;1179600;4
2629400;1160800;4
2629400;1165700;2
2629900;1170100;2
2630300;1151500;4
2630600;1166700;3
2630600;1167700;3
2630600;1168000;3
2629000;1151600;4
2629000;1157600;4
2621800;1152500;4
2621800;1154400;4
2621800;1155900;3
2622200;1157200;2
2621000;1150400;4
2621000;1152900;4
2621000;1155200;4
2621000;1157300;4
2621000;1158000;3
2621000;1159000;1
2621400;1156800;3
2621400;1164900;2
2621400;1165400;3
2621400;1169000;4
2620200;1160300;3
2630700;1171300;3
2630700;1178800;3
2628800;1168800;4
2628800;1174400;3
2629700;1178600;4
2621800;1162000;3
2621800;1163300;2
2621800;1164600;2
2622200;1166900;2
2622200;1167100;3
2622200;1167800;1
2622200;1169700;4
2622200;1175300;2
2622200;1177500;3
2620600;1150700;4
2620600;1163300;1
2621000;1177400;3
2621400;1173600;2
2621400;1176900;3
2620200;1164900;2
2630500;1166100;3
2629200;1160200;4
2621400;1177800;3
2620600;1169200;4
2620200;1178400;2
2630500;1174500;2
2628700;1156600;4
2628700;1160100;4
2629200;1179200;4
2629600;1161500;4
2630000;1151600;4
2628700;1172400;2
2621300;1154000;4
2629600;1178900;4
2630000;1156200;4
2630000;1156700;4
2630000;1163100;2
2630000;1168400;3
2630400;1152000;4
2630400;1158100;4
2621700;1150300;3
2622100;1156000;2
2622100;1156100;2
2622100;1158500;2
2622100;1160200;2
2622100;1162300;2
2620500;1152000;4
2620500;1159000;3
2620900;1153200;4
2620900;1156900;4
2620900;1160300;4
2620100;1171500;4
2629100;1154100;2
2621700;1168100;1
2621700;1169300;4
2621700;1175300;2
2620500;1162100;2
2620500;1163200;2
2620500;1166300;1
2620500;1172200;4
2621700;1178500;3
2620100;1178300;3
2630400;1161600;4
2630400;1164800;3
2630400;1165300;3
2630400;1172100;3
2630400;1172700;3
2629100;1155500;4
2629100;1164300;3
2629100;1164900;3
2629100;1165200;3
2629100;1165800;3
2622300;1153400;4
2622300;1154400;4
2622300;1160000;3
2622300;1161600;3
2620900;1179300;2
2630400;1177600;2
2630400;1178200;2
2629100;1171400;3
2629100;1171500;3
2629100;1174300;3
2629100;1175300;3
2629100;1175400;4
2629100;1177900;4
2622300;1171300;4
2622300;1174200;3
2620400;1156500;4
2622000;1151500;4
2620800;1157100;4
2621200;1154300;4
2621200;1155400;4
2621200;1158500;2
2621200;1161500;3
2621600;1160400;2
2621600;1169200;4
2622000;1167600;2
2620000;1151200;4
2620000;1154400;2
2620000;1156000;2
2620000;1157000;2
2629800;1162500;2
2629800;1164200;2
2629800;1165700;3
2630200;1159700;4
2628900;1151100;4
2620800;1161400;2
2620800;1173200;4
2620000;1168400;3
2629800;1174900;3
2629800;1178100;2
2630200;1167500;3
2630200;1170400;2
2630200;1174900;2
2630200;1179000;2
2628900;1167000;3
2628900;1176500;2
2629300;1161600;4
2645400;1157700;4
2644400;1164300;1
2645100;1178300;1
2645400;1160800;4
2645400;1161000;4
2645400;1165100;3
2641100;1152500;4
2641100;1163400;2
2639500;1159700;2
2639500;1160700;2
2639500;1162100;2
2639500;1166300;2
2639500;1168500;4
2640400;1174300;4
2640400;1174400;4
2640400;1178100;3
2655800;1153000;4
2655800;1154500;4
2655800;1155900;4
2655800;1158900;4
2656300;1156000;4
2657400;1178100;2
2651700;1150500;4
2651900;1170000;2
2650500;1154500;4
2651400;1154800;4
2651400;1156700;4
2651400;1164400;4
2652800;1176400;2
2653600;1166800;4
2653600;1167500;4
2653600;1170400;3
2654700;1172900;2
2655200;1150100;4
2624600;1163500;3
2624600;1179300;2
2627100;1152600;4
2627100;1153300;2
2627100;1155000;4
2627100;1157800;2
2627100;1160800;3
2623400;1152900;2
2623400;1158600;4
2623400;1158900;3
2623400;1159800;2
2623800;1158000;1
2623800;1161200;2
2624200;1160900;4
2624200;1161200;3
2637400;1162500;3
2638100;1150500;4
2638100;1151000;4
2638100;1162400;4
2638800;1157800;3
2638800;1163700;3
2639200;1155200;4
2639200;1158600;2
2639200;1160700;2
2634200;1157500;3
2634200;1160800;3
2634200;1167900;3
2634200;1169900;2
2633800;1174100;3
2633800;1176400;3
2635900;1156000;3
2636600;1153600;4
2637000;1175100;3
2637000;1176700;2
2637000;1178700;2
2637000;1179300;2
2635900;1161600;2
2632100;1179800;3
2632500;1168200;1
2632500;1172700;3
2631200;1168900;3
2631200;1170700;1
2631200;1176300;3
2631200;1177100;3
2648200;1157300;4
2646100;1170800;2
2646100;1174600;3
2646100;1177300;4
2646100;1180000;3
2646400;1169400;4
2646400;1175000;2
2646400;1176400;3
2646700;1165000;2
2646700;1170100;4
2646700;1173400;2
2647000;1159800;3
2647000;1166600;2
2647000;1168200;2
2647000;1173000;2
2647300;1162100;2
2647300;1164100;3
2647300;1165300;2
2647300;1167300;2
2643600;1160600;4
2643600;1165000;2
2643600;1170100;4
2641500;1177800;2
2641800;1153100;4
2642900;1168300;2
2642900;1169900;4
2642900;1175600;4
2645700;1150100;4
2645700;1151000;4
2645700;1153300;4
2644700;1153400;4
2644700;1156400;4
2644700;1156800;4
2645400;1173600;3
2645400;1174900;3
2645400;1175100;2
2641100;1168100;2
2641100;1169100;4
2641100;1171500;2
2640000;1161200;2
2640700;1156000;4
2640700;1156100;4
2655800;1162800;4
2655800;1165200;4
2655800;1166100;4
2655800;1171600;4
2655800;1175400;2
2656300;1165700;4
2656300;1169800;4
2656800;1151900;4
2656800;1156800;4
2657100;1153500;4
2657100;1155200;4
2651700;1157000;4
2650500;1155400;4
2650500;1157000;4
2650500;1167100;3
2650500;1169400;2
2650800;1154400;4
2650800;1154500;4
2650800;1159500;4
2650800;1161400;4
2651100;1170700;4
2651100;1175000;3
2651100;1178100;2
2651100;1180000;4
2651400;1169000;3
2651400;1172600;2
2651400;1176300;2
2651700;1171200;2
2653300;1161900;4
2653600;1175400;3
2653600;1178800;1
2654400;1159600;4
2654400;1167300;4
2655200;1164100;4
2624900;1153500;4
2624900;1157600;2
2624900;1157900;3
2625300;1151300;4
2625300;1156500;2
2625300;1160800;4
2625300;1165100;3
2626700;1161000;2
2627100;1165200;3
2627100;1166600;2
2627100;1168200;4
2627500;1159800;4
2627500;1161100;4
2627500;1168300;4
2627500;1168700;4
2627900;1155300;4
2628300;1150500;4
2628700;1150800;4
2624200;1162700;3
2624200;1164800;3
2624200;1166100;3
2624200;1166900;2
2623000;1157400;3
2623000;1160900;2
2623400;1165400;3
2623400;1171000;2
2623400;1171200;3
2637400;1167800;2
2638100;1166000;4
2638100;1169400;3
2638100;1173700;4
2638800;1165900;4
2638800;1173600;4
2638800;1175000;4
2638800;1177800;2
2638800;1178000;2
2639200;1167100;2
2634300;1156200;2
2634700;1151700;3
2634700;1153900;3
2634700;1160600;3
2632900;1152400;4
2632900;1152500;4
2632900;1152900;2
2632900;1157300;4
2633300;1150300;2
2633300;1151800;4
2633300;1152200;4
2633300;1153000;2
2635900;1162800;3
2635900;1164200;3
2635900;1166100;3
2636600;1155000;4
2635500;1150100;4
2635900;1171900;4
2635900;1177100;2
2631200;1179300;2
2631600;1156900;4
2631600;1162300;2
2647600;1151300;4
2647000;1179800;3
2641800;1166900;2
2641800;1167100;2
2642500;1154700;4
2642500;1164100;3
2642500;1165100;3
2642500;1165500;4
2643200;1154700;4
2645400;1177800;4
2645700;1162800;2
2645700;1164200;2
2645700;1167200;2
2645700;1170900;2
2645700;1172200;2
2645700;1173100;2
2644700;1160500;4
2644700;1169900;4
2640000;1176300;4
2639600;1151800;4
2639600;1163200;2
2655800;1177800;3
2656300;1173200;3
2656300;1174700;2
2657100;1160000;4
2655500;1169000;4
2650500;1172800;4
2650500;1178700;3
2650500;1178800;1
2650800;1172600;4
2653300;1169900;2
2653300;1172000;2
2653300;1179400;3
2653300;1179600;3
2654100;1155800;4
2654400;1175100;3
2655200;1177200;1
2653000;1151400;4
2653000;1157400;4
2648600;1153500;4
2648900;1151600;4
2649200;1153100;4
2625700;1156700;2
2625700;1159500;3
2625700;1161800;4
2625700;1162100;3
2625700;1163000;3
2626100;1167300;1
2626500;1167700;4
2626500;1172500;3
2626500;1176400;2
2624900;1161600;4
2624900;1163400;4
2625300;1167200;1
2625300;1173100;4
2625300;1174900;2
2625300;1175100;3
2628700;1152300;4
2628700;1153500;4
2626700;1166300;2
2626700;1172900;3
2627500;1175700;4
2627500;1176300;2
2627500;1179800;2
2628300;1157300;2
2622600;1150700;2
2622600;1154400;4
2622600;1160400;2
2623000;1175400;2
2623000;1179500;3
2623400;1178500;3
2639200;1177000;3
2637400;1179500;2
2638400;1152300;4
2634300;1161300;3
2634700;1173400;3
2634700;1177500;3
2632900;1166700;3
2632900;1169800;2
2633300;1158000;2
2633700;1153600;2
2633700;1156500;3
2635900;1178400;2
2635500;1165000;3
2631600;1168100;3
2631600;1173100;3
2631600;1177100;3
2632000;1155400;2
2632000;1160700;2
2647600;1168200;2
2647600;1173400;2
2647600;1177600;1
2647900;1164800;2
2647900;1167700;2
2647900;1174900;3
2643200;1162900;2
2643600;1173900;3
2642500;1174200;2
2642500;1177800;4
2643200;1166800;3
2643200;1168100;2
2643200;1174200;4
2644000;1159500;4
2644000;1160700;4
2644700;1178200;4
2645000;1150600;4
2645000;1156600;4
2640700;1179800;4
2640700;1180000;4
2641000;1154300;4
2641000;1155400;4
2656000;1155800;4
2652400;1156800;4
2652400;1160500;4
2652100;1152000;4
2652100;1154200;4
2652100;1157400;4
2652400;1174200;2
2653000;1163000;4
2654100;1157700;4
2654100;1162800;4
2654100;1167900;4
2654100;1169100;3
2654900;1152400;4
2654900;1155800;4
2654900;1160800;4
2653000;1168900;3
2648300;1151300;4
2648300;1152600;4
2648300;1153200;4
2648300;1155100;4
2648300;1156500;4
2648600;1161400;4
2648600;1167500;2
2648900;1163600;4
2648900;1165000;2
2649200;1157100;4
2649200;1160300;4
2649200;1161200;4
2649200;1164300;4
2649200;1164900;3
2649500;1161500;4
2649800;1154300;4
2649800;1155600;4
2650100;1167500;2
2650400;1153800;4
2626500;1178200;2
2624500;1165300;3
2624900;1178900;3
2628300;1158900;2
2628300;1162800;4
2628300;1167500;3
2622600;1166800;2
2622600;1169600;4
2622600;1170700;4
2622600;1179300;3
2637700;1164600;3
2637700;1168800;4
2637700;1169000;3
2638400;1163100;2
2638400;1164100;3
2638400;1169100;2
2638400;1175700;3
2633300;1177000;3
2633300;1177500;3
2633700;1166800;1
2633700;1171800;3
2634100;1156700;3
2634100;1169300;4
2636200;1151900;4
2636900;1156800;4
2636900;1158000;3
2635000;1155900;3
2635000;1156800;2
2635000;1158900;2
2636200;1173200;2
2632000;1170800;1
2632000;1174900;2
2632000;1176800;3
2632400;1160900;2
2632400;1162700;2
2632400;1163800;4
2630900;1155800;4
2630900;1156600;4
2647900;1151800;4
2647900;1159100;4
2646000;1151800;4
2646000;1157600;4
2646000;1162000;3
2641400;1150800;4
2641400;1155300;4
2642100;1153200;4
2642100;1160700;2
2642100;1164600;3
2642800;1152100;4
2642800;1155300;4
2643200;1179100;3
2644000;1179200;2
2644300;1150300;4
2644300;1151300;4
2645000;1166800;2
2645000;1173700;3
2641000;1159900;2
2641000;1160300;2
2639400;1167800;4
2639900;1156000;4
2639900;1156600;4
2639900;1157700;3
2640300;1178000;3
2640300;1179800;2
2656000;1159200;4
2656000;1160300;4
2656000;1161600;4
2656000;1166100;4
2656000;1166400;4
2656500;1155000;4
2656500;1160000;4
2656500;1160600;4
2657500;1158200;4
2657500;1171400;4
2652700;1151600;4
2652700;1151700;4
2652700;1152700;4
2652700;1159600;4
2653800;1151900;4
2653800;1157700;4
2654900;1166800;4
2654900;1168000;4
2654900;1169400;4
2654900;1173000;2
2653800;1171800;2
2653800;1174000;3
2650400;1158400;4
2650400;1163900;4
2648300;1164000;3
2648600;1172500;4
2648600;1178700;2
2648900;1178800;2
2648900;1180000;3
2649200;1171500;4
2649200;1174000;2
2649200;1174300;2
2649200;1175400;4
2649200;1177700;3
2649800;1173300;2
2650100;1170600;4
2624500;1171900;3
2624500;1178500;3
2628300;1177100;3
2628300;1177500;2
2628300;1178900;2
2627000;1158400;2
2627000;1161700;3
2627400;1151000;4
2627400;1152500;4
2627400;1155800;4
2627400;1156600;4
2624100;1153000;4
2624100;1153800;3
2624100;1156900;3
2623300;1150200;2
2623700;1151600;4
2624100;1161000;4
2624100;1168000;4
2639200;1150200;4
2637300;1153900;4
2638400;1179400;3
2634100;1174300;3
2634100;1177800;2
2634600;1162200;3
2634600;1163300;3
2632800;1150000;4
2636900;1171300;4
2635000;1160100;3
2635000;1161300;3
2635000;1169400;3
2635000;1173000;2
2635800;1156500;3
2635800;1158600;4
2632400;1168900;2
2632400;1175600;2
2630900;1167300;3
2631100;1178400;3
2631100;1179800;2
2631100;1180000;3
2631500;1163700;4
2631500;1167200;3
2631500;1169100;3
2646000;1167300;2
2646300;1150300;4
2646300;1161700;2
2646600;1150600;4
2646600;1159400;4
2643200;1179800;3
2641400;1157900;4
2641400;1164300;3
2642100;1166900;2
2642100;1171600;2
2642100;1173900;3
2642100;1177500;4
2642800;1162200;3
2642800;1162700;3
2642800;1172500;3
2644300;1158300;4
2644300;1162700;3
2644300;1166900;2
2644300;1173000;3
2645300;1158600;4
2641000;1171100;2
2639900;1162500;2
2639900;1169100;2
2656000;1171900;3
2656000;1178400;2
2656500;1173100;3
2656500;1177000;2
2657300;1161100;4
2657300;1164200;4
2657500;1176800;2
2651000;1157500;4
2651000;1160500;4
2651300;1150200;4
2651300;1160200;4
2651600;1153600;4
2651600;1163500;4
2652700;1165600;4
2652700;1169500;3
2650700;1153800;4
2651000;1162300;4
2651000;1162500;4
2651000;1162700;4
2651300;1163300;4
2651300;1165200;4
2651300;1165700;4
2651300;1166400;4
2651300;1169700;2
2651300;1174600;3
2651300;1176100;3
2654600;1165200;4
2653500;1162700;4
2650100;1172300;4
2650100;1172500;4
2650100;1175400;2
2650400;1173700;2
2648300;1175400;3
2626000;1158300;3
2625200;1155500;2
2625200;1155600;3
2625200;1159100;3
2627000;1172100;3
2627400;1162100;4
2627400;1165300;3
2627400;1168400;4
2627400;1172000;3
2622900;1160200;3
2622900;1161300;3
2622900;1167300;3
2623300;1166800;3
2623700;1173900;3
2623700;1174400;3
2623700;1179200;3
2637300;1155300;4
2637300;1157900;3
2637300;1161200;2
2637300;1163600;3
2638000;1156900;3
2638000;1158000;2
2638000;1163800;2
2638000;1163900;2
2638700;1163400;4
2633200;1158300;4
2634600;1170300;1
2634600;1170500;1
2632800;1164400;2
2632800;1165600;4
2632800;1168100;2
2632800;1173500;3
2633200;1162600;3
2633200;1165800;3
2636500;1153400;2
2636500;1154100;4
2636500;1154300;4
2636500;1155100;3
2635800;1171600;4
2631500;1174400;3
2631500;1178400;3
2631500;1179600;2
2631900;1158700;4
2631900;1168800;3
2631900;1169800;3
2646300;1170100;4
2646300;1170500;2
2646300;1176300;3
2646600;1166300;2
2646600;1171000;2
2646900;1161700;4
2646900;1169200;2
2647200;1152000;4
2647200;1154000;4
2647200;1155000;4
2647200;1156700;4
2647200;1157000;4
2641400;1172300;2
2642400;1153100;4
2642400;1155400;4
2642800;1177600;4
2645300;1158700;4
2645600;1151600;4
2645600;1156700;4
2644300;1179900;3
2644600;1157200;4
2644600;1157900;4
2645300;1175400;3
2645600;1163900;1
2645600;1168000;4
2645600;1170100;2
2640600;1159500;4
2640600;1164200;2
2641300;1152800;4
2640200;1150000;4
2640200;1152100;4
2655400;1150800;4
2655400;1155800;4
2655700;1158600;4
2655700;1160000;4
2655700;1160200;4
2656200;1160100;4
2656200;1162100;4
2651600;1166000;4
2651600;1167700;2
2652700;1176700;2
2650700;1166000;4
2650700;1167700;2
2650700;1176800;2
2650700;1177000;2
2654300;1153300;4
2654600;1173400;3
2655100;1150500;4
2653200;1155500;4
2625600;1162100;2
2625600;1162800;3
2625600;1164200;3
2625600;1167200;4
2626000;1160700;2
2626400;1161700;2
2626400;1166900;3
2626400;1169800;4
2626400;1170300;4
2626400;1171000;2
2625200;1165100;3
2625200;1168800;4
2627800;1157500;4
2628200;1153200;4
2628200;1156500;4
2627800;1172200;3
2622500;1150600;4
2622900;1168800;4
2622900;1174700;2
2622900;1178700;2
2623300;1174200;2
2622500;1174900;2
2622500;1177100;2
2637300;1175000;3
2637300;1178100;3
2638000;1172800;4
2638000;1175400;3
2638700;1177300;2
2639000;1154500;4
2633200;1171800;3
2633600;1153400;2
2633600;1156500;3
2634000;1154700;3
2634600;1178600;2
2632800;1179000;1
2636500;1169400;3
2636500;1173200;4
2635400;1155000;4
2636100;1155500;3
2647200;1161000;4
2647200;1165200;2
2647500;1150700;4
2647500;1152300;4
2647500;1156600;4
2647500;1157000;4
2647500;1158600;4
2646600;1178400;1
2646900;1170800;2
2646900;1171400;4
2646900;1172100;4
2641700;1157200;4
2641700;1159500;2
2642400;1166800;2
2642400;1171500;2
2643100;1158300;4
2643800;1165500;2
2643800;1168000;4
2644600;1165300;3
2644600;1171900;3
2644900;1151300;4
2645600;1173800;3
2645600;1178400;1
2640600;1170900;2
2640600;1176800;2
2639300;1150100;4
2639300;1151000;4
2639300;1154600;4
2640200;1156700;4
2640200;1159500;2
2640200;1165900;3
2656700;1153600;4
2655400;1162900;4
2655400;1168700;4
2655400;1168900;4
2655700;1176400;2
2655700;1177100;3
2655700;1177600;3
2656200;1170500;2
2656700;1166000;4
2651300;1179300;3
2652300;1151300;4
2648500;1150800;4
2626000;1174600;1
2626000;1175100;2
2626000;1177300;2
2626000;1177500;4
2624800;1166300;3
2624800;1170600;3
2628200;1159000;2
2628200;1159100;2
2628200;1163700;2
2628200;1164000;2
2628200;1165700;4
2628600;1151100;4
2628600;1154600;4
2628600;1156400;4
2628600;1156600;4
2628600;1157700;2
2624000;1153200;4
2624000;1156200;2
2639000;1165300;2
2639000;1166800;2
2639000;1172000;3
2639000;1178700;2
2637600;1155500;4
2637600;1158200;3
2633600;1168300;3
2633600;1168700;3
2634000;1162800;1
2634000;1167400;3
2634000;1167600;3
2634000;1169100;2
2633600;1176800;3
2633600;1177600;3
2634900;1152300;4
2635400;1177500;3
2636100;1159200;2
2636100;1162100;2
2636100;1166400;3
2636100;1170500;2
2632300;1154800;2
2632300;1160400;2
2632300;1165200;3
2632700;1151400;4
2630800;1161700;4
2631000;1157600;4
2631000;1158500;2
2631400;1150700;4
2631400;1151300;4
2631400;1155000;2
2647200;1179900;2
2647500;1171300;4
2647500;1174400;3
2647800;1160400;4
2647800;1165400;1
2647800;1170800;4
2645900;1154100;4
2643100;1161500;3
2643100;1164500;4
2641700;1166500;3
2641700;1176200;4
2642000;1151300;4
2642000;1156800;4
2642400;1174600;3
2642400;1175700;4
2643900;1162900;2
2644600;1179800;3
2644900;1159000;4
2644900;1164700;3
2644900;1166300;2
2640900;1151900;4
2640900;1155100;4
2639300;1167600;2
2639300;1168600;4
2640900;1169300;4
2656700;1171800;2
2657000;1167700;2
2652000;1151900;4
2652000;1157700;4
2652300;1168200;4
2653200;1165300;4
2653200;1165700;4
2653500;1177600;3
2654300;1158100;4
2654300;1165000;4
2655100;1156800;4
2652900;1151200;4
2648500;1153100;4
2648500;1153700;4
2648800;1152300;4
2648800;1153400;4
2649400;1150700;4
2649400;1161600;4
2650000;1152800;4
2650300;1158000;4
2650300;1161300;4
2648200;1162800;4
2648200;1165400;2
2628200;1180000;2
2627300;1150600;4
2627300;1156700;4
2627300;1157000;4
2627300;1157700;3
2624400;1160500;4
2624400;1164500;3
2623600;1150700;4
2623600;1154200;2
2623600;1157000;2
2623600;1163100;3
2624000;1157700;2
2624000;1158400;4
2624000;1162900;3
2637200;1155200;4
2637600;1170200;3
2637600;1171300;3
2638300;1168500;4
2638300;1174600;4
2638300;1176800;2
2634000;1171000;1
2634000;1171100;2
2634000;1171500;4
2634500;1159600;2
2634500;1159700;2
2636800;1157700;3
2636800;1160000;4
2634900;1162200;3
2634900;1163500;3
2634900;1165400;3
2635700;1153000;4
2635700;1153600;3
2632300;1173600;3
2632300;1177600;3
2632300;1179600;3
2632700;1153500;3
2632700;1154300;2
2632700;1164900;4
2632700;1165300;3
2630800;1164100;2
2630800;1173700;3
2631000;1163100;2
2631400;1162600;2
2631400;1165300;2
2631400;1173500;3
2647500;1179900;3
2648000;1155300;4
2648000;1156100;4
2648000;1159500;4
2648000;1170300;4
2645900;1175100;2
2643400;1150500;4
2642000;1165200;2
2642000;1169900;2
2642700;1152400;4
2642700;1159500;4
2642700;1161100;3
2643900;1175400;3
2643900;1178600;1
2644200;1153000;4
2644200;1153200;4
2644900;1169300;2
